NOTIFICATION,DESCRIPTION,PRIORITY,INITIAL RECOMMENDATION,State,NEW RECOMMENDATION,ENGINEERING REVIEW OUTCOMES
25051047,no isolation kit on dissimilar flange connection heavy oil contamination with suspected leak at flange connection ,1,to be rectified,revise,to be repaired/ replaced,verify if line is still in use. perform cleaning to as certain source of leak. if leak from flange gasket repair gaskets and bolts. if leak from valve replace dbb valve
25049533,no irod and insulation pad ,1,to be rectified,remain,to be rectified,put ptfe sheet. in between flange and pipe or put trenton wax tape. in between flange and pipe
25049532,pipe support without i rod and ubolt ,1,to be rectified,revise,to be painted,apply trenton wax tape
25048421,no irod and insulation pad ,1,to be rectified,revise,to be painted,apply trenton wax tape
25044669,no isolation kits on dissimilar flange connection flanges connection without heavy duty corrosion resistant glass reinforced epoxyase coating failure and appearance of atmospheric corrosion up to 50 to70 of bolt and nuts ,1,to be rectified,revise,to be painted,apply trenton wax tape
25039449,presence of black pvc tape at flange connection coating failure and appearance of atmospheric corrosion up to 50 to70 of bolt and nuts ,1,to be repaired/ replaced,remain,to be repaired/ replaced,check if line still in use.replace bolts and nuts
25039449,presence of black pvc tape at flange connection coating failure and appearance of atmospheric corrosion up to 50 to70 of bolt and nuts ,1,to be repaired/ replaced,remain,to be repaired/ replaced,check if line still in use.replace bolts and nuts
25039449,presence of black pvc tape at flange connection coating failure and appearance of atmospheric corrosion up to 50 to70 of bolt and nuts ,1,to be repaired/ replaced,remain,to be repaired/ replaced,check if line still in use.replace bolts and nuts
25039449,presence of black pvc tape at flange connection coating failure and appearance of atmospheric corrosion up to 50 to70 of bolt and nuts ,1,to be repaired/ replaced,remain,to be repaired/ replaced,check if line still in use.replace bolts and nuts
25039449,presence of black pvc tape at flange connection coating failure and appearance of atmospheric corrosion up to 50 to70 of bolt and nuts ,1,to be repaired/ replaced,remain,to be repaired/ replaced,check if line still in use.replace bolts and nuts
25039449,presence of black pvc tape at flange connection coating failure and appearance of atmospheric corrosion up to 50 to70 of bolt and nuts ,1,to be repaired/ replaced,remain,to be repaired/ replaced,check if line still in use.replace bolts and nuts
25039449,presence of black pvc tape at flange connection coating failure and appearance of atmospheric corrosion up to 50 to70 of bolt and nuts ,1,to be repaired/ replaced,remain,to be repaired/ replaced,check if line still in use.replace bolts and nuts
25039449,presence of black pvc tape at flange connection coating failure and appearance of atmospheric corrosion up to 50 to70 of bolt and nuts ,1,to be repaired/ replaced,remain,to be repaired/ replaced,check if line still in use.replace bolts and nuts
25031878,severely corroded and perforated pipe support structure ,1,to be repaired/ replaced,remain,to be repaired/ replaced,pipe paint support repair using hilti
25031878,severely corroded and perforated pipe support structure ,1,to be repaired/ replaced,remain,to be repaired/ replaced,pipe paint support repair using hilti
25031878,severely corroded and perforated pipe support structure ,1,to be repaired/ replaced,remain,to be repaired/ replaced,pipe paint support repair using hilti
25031878,severely corroded and perforated pipe support structure ,1,to be repaired/ replaced,remain,to be repaired/ replaced,pipe paint support repair using hilti
25031878,severely corroded and perforated pipe support structure ,1,to be repaired/ replaced,remain,to be repaired/ replaced,pipe paint support repair using hilti
25001371,pipe direct contact with pipe support corrosion at contact point ,1,to be repaired/ replaced,revise,to be painted,surface cleaning. apply trenton wax tape
25001272,depleted bolt or nuts more than 50 from original thickness with severe corrosion and thick scaling observed pvc wrapping on flange localizedgeneral corrosion with minor scaling at reducer 50pd500511440,1,to be repaired/ replaced,revise,to be painted,remove black tape and observe corrosion present. if corrosion present surface cleaning. apply trenton wax tape at corroded valve area do maintenance painting at corroded area
25001194,depleted bolt or nuts more than 50 from original thickness with severe corrosion and thick scaling observed pvc wrapping on flange 50pd500511440,1,to be repaired/ replaced,revise,to be painted,remove black tape and observe corrosion present. if corrosion present surface cleaning. apply trenton wax tape at corroded valve area do maintenance painting at corroded area
24964083,depleted bolt and nuts more than 50 from original thickness ,2,to be repaired/ replaced,revise,to be painted,surface cleaning. apply trenton wax tape
24963968,depleted bolt and nuts around 25 from original thickness ,2,to be repaired/ replaced,revise,to be painted,surface cleaning. apply trenton wax tape
